60.0,253.64999999999827,40.0,-40.0,10.0,40.0,100
128.0,252.10000000000446,20.0,-15.0,10.0,40.0,10
129.0,239.71000000000322,20.0,-15.0,10.0,40.0,5
124.0,217.64000000000442,20.0,-15.0,10.0,40.0,20
96.0,201.4000000000019,20.0,-10.0,20.0,40.0,5
125.0,178.92000000000462,20.0,-15.0,10.0,40.0,50
123.0,169.1700000000037,40.0,-10.0,15.0,40.0,100
27.0,142.0,100.0,-20.0,40.0,40.0,100
28.0,138.94999999999845,80.0,-40.0,15.0,40.0,5
28.0,138.94999999999845,80.0,-40.0,15.0,40.0,10
107.0,131.21000000000367,20.0,-3.0,40.0,40.0,10
130.0,128.80000000000564,20.0,-10.0,15.0,40.0,5
132.0,119.21000000000413,20.0,-10.0,15.0,40.0,20
316.0,117.28000000000884,40.0,-3.0,15.0,40.0,100
98.0,115.900000000001,20.0,-10.0,20.0,40.0,10
360.0,112.4000000000151,20.0,-2.5,15.0,40.0,100
100.0,110.69000000000233,20.0,-15.0,15.0,40.0,5
32.0,103.72999999999956,20.0,-40.0,20.0,40.0,5
32.0,102.37999999999965,20.0,-40.0,20.0,40.0,10
46.0,97.03999999999951,100.0,-20.0,20.0,40.0,100
246.0,96.05000000000655,20.0,-1.0,40.0,40.0,10
245.0,91.12000000000671,20.0,-1.0,40.0,40.0,5
46.0,90.33000000000084,80.0,-40.0,10.0,40.0,5
25.0,85.34999999999945,100.0,-40.0,20.0,40.0,100
25.0,82.01999999999953,80.0,-40.0,20.0,40.0,5
25.0,82.01999999999953,80.0,-40.0,20.0,40.0,10
10.0,80.0,120.0,-40.0,40.0,40.0,100
81.0,78.90000000000327,80.0,-20.0,10.0,40.0,10
20.0,78.22000000000071,120.0,-40.0,20.0,40.0,100
234.0,77.2199999999998,20.0,-40.0,0.4,40.0,100
100.0,73.03000000000247,20.0,-15.0,15.0,40.0,10
42.0,72.900000000001,20.0,-40.0,15.0,40.0,5
42.0,71.55000000000109,20.0,-40.0,15.0,40.0,10
192.0,71.30999999999904,20.0,-40.0,0.2,40.0,100
476.0,71.07000000001062,20.0,-1.4,15.0,40.0,50
31.0,70.96999999999844,80.0,-40.0,15.0,40.0,50
71.0,70.72000000000207,20.0,-15.0,20.0,40.0,5
33.0,69.50000000000045,120.0,-40.0,10.0,40.0,100
71.0,69.37000000000216,20.0,-15.0,20.0,40.0,10
33.0,68.69999999999891,20.0,-40.0,20.0,40.0,100
116.0,68.17000000000507,40.0,-15.0,10.0,40.0,20
30.0,67.13999999999942,20.0,-40.0,20.0,40.0,20
27.0,64.75999999999931,60.0,-40.0,20.0,40.0,50
122.0,64.21000000000413,60.0,-15.0,10.0,40.0,50
164.0,62.200000000003,20.0,-10.0,10.0,40.0,20
105.0,59.51999999999816,40.0,-40.0,4.0,40.0,100
133.0,58.97000000000526,20.0,-10.0,15.0,40.0,10
44.0,58.04000000000042,80.0,-40.0,10.0,40.0,10
278.0,57.51000000000204,20.0,-40.0,0.4,40.0,10
54.0,53.0,100.0,-20.0,15.0,40.0,100
480.0,51.79000000001179,40.0,-1.4,15.0,40.0,100
93.0,51.76000000000158,40.0,-15.0,15.0,40.0,100
164.0,51.330000000003565,20.0,-10.0,10.0,40.0,10
27.0,50.60000000000127,120.0,-40.0,15.0,40.0,100
165.0,50.2300000000032,40.0,-10.0,10.0,40.0,100
75.0,48.400000000001455,100.0,-20.0,10.0,40.0,100
30.0,47.99999999999818,80.0,-40.0,15.0,40.0,20
163.0,47.34000000000378,20.0,-10.0,10.0,40.0,5
49.0,44.6299999999992,40.0,-40.0,10.0,40.0,5
116.0,41.86000000000422,40.0,-15.0,10.0,40.0,5
116.0,41.86000000000422,40.0,-15.0,10.0,40.0,10
26.0,41.74999999999909,60.0,-40.0,20.0,40.0,20
49.0,39.21999999999889,40.0,-40.0,10.0,40.0,10
293.0,37.980000000004566,20.0,-0.6,40.0,40.0,10
33.0,37.92000000000053,60.0,-40.0,15.0,40.0,20
303.0,36.95999999999776,20.0,-40.0,0.4,40.0,50
126.0,34.35000000000582,20.0,-15.0,10.0,40.0,100
134.0,33.88000000000329,20.0,-10.0,15.0,40.0,50
116.0,32.79000000000269,40.0,-15.0,10.0,40.0,50
217.0,30.650000000006912,40.0,-5.0,15.0,40.0,100
137.0,29.449999999999818,20.0,-40.0,2.0,40.0,50
100.0,28.920000000002346,20.0,-15.0,15.0,40.0,20
257.0,27.5700000000038,20.0,-0.8,40.0,40.0,5
316.0,26.800000000008367,20.0,-3.0,15.0,40.0,10
132.0,25.929999999998927,40.0,-40.0,2.0,40.0,100
586.0,25.550000000017917,20.0,-0.6,20.0,40.0,5
257.0,24.780000000002474,20.0,-0.8,40.0,40.0,10
306.0,24.51000000000522,60.0,-0.6,40.0,40.0,50
125.0,24.30999999999858,20.0,-40.0,2.5,40.0,50
102.0,23.57000000000062,20.0,-10.0,20.0,40.0,20
18.0,22.60000000000082,120.0,-20.0,40.0,40.0,5
31.0,22.329999999999018,40.0,-40.0,20.0,40.0,50
36.0,20.619999999998072,80.0,-40.0,10.0,40.0,50
51.0,18.9800000000032,120.0,-20.0,15.0,40.0,100
45.0,18.570000000001528,120.0,-40.0,5.0,40.0,100
220.0,16.80000000000109,20.0,-20.0,3.0,40.0,50
125.0,16.37999999999738,40.0,-40.0,2.5,40.0,100
318.0,13.79000000001406,20.0,-3.0,15.0,40.0,100
341.0,13.720000000011623,40.0,-3.0,15.0,40.0,50
34.0,13.540000000002692,120.0,-20.0,15.0,40.0,5
28.0,13.289999999999054,100.0,-40.0,15.0,40.0,5
28.0,13.289999999999054,100.0,-40.0,15.0,40.0,10
32.0,12.30999999999949,60.0,-40.0,15.0,40.0,100
25.0,11.9399999999996,100.0,-40.0,20.0,40.0,50
240.0,11.299999999998818,20.0,-40.0,0.4,40.0,20
318.0,11.28000000001066,40.0,-3.0,15.0,40.0,20
79.0,11.160000000003038,80.0,-20.0,10.0,40.0,5
120.0,10.399999999999181,20.0,-40.0,2.5,40.0,10
381.0,10.160000000008495,20.0,-2.0,15.0,40.0,100
52.0,8.839999999998781,80.0,-20.0,20.0,40.0,5
81.0,8.000000000001819,80.0,-20.0,10.0,40.0,20
382.0,5.970000000008895,40.0,-2.0,15.0,40.0,100
88.0,5.280000000001564,20.0,-20.0,10.0,40.0,100
68.0,4.21000000000231,120.0,-15.0,10.0,40.0,20
88.0,3.6300000000064756,120.0,-4.0,15.0,40.0,10
209.0,2.329999999996744,40.0,-40.0,0.6,40.0,100
27.0,2.019999999999527,80.0,-40.0,20.0,40.0,20
51.0,1.8600000000033106,120.0,-20.0,10.0,40.0,20
52.0,1.8499999999985448,20.0,-40.0,10.0,40.0,5
144.0,1.6900000000014188,20.0,-20.0,5.0,40.0,50
52.0,0.49999999999863576,20.0,-40.0,10.0,40.0,10
10.0,0.0,120.0,-40.0,40.0,40.0,5
16.0,0.0,40.0,-40.0,40.0,40.0,100
14.0,0.0,100.0,-40.0,40.0,40.0,100
27.0,-1.0300000000006548,60.0,-40.0,20.0,40.0,5
27.0,-1.0300000000006548,60.0,-40.0,20.0,40.0,10
277.0,-2.1399999999925967,20.0,-0.6,40.0,40.0,50
349.0,-2.639999999990323,20.0,-1.6,20.0,40.0,100
36.0,-3.0499999999992724,40.0,-40.0,15.0,40.0,20
165.0,-3.2099999999941247,40.0,-10.0,10.0,40.0,20
43.0,-3.5000000000009095,80.0,-40.0,10.0,40.0,20
350.0,-4.449999999987085,20.0,-1.8,20.0,40.0,100
86.0,-5.329999999998563,20.0,-20.0,10.0,40.0,20
21.0,-5.5700000000006185,100.0,-40.0,20.0,40.0,5
21.0,-5.5700000000006185,100.0,-40.0,20.0,40.0,10
31.0,-6.319999999999709,60.0,-40.0,15.0,40.0,5
31.0,-6.319999999999709,60.0,-40.0,15.0,40.0,10
56.0,-6.8499999999989996,100.0,-20.0,15.0,40.0,50
140.0,-7.499999999996362,40.0,-10.0,15.0,40.0,50
366.0,-8.40999999998985,20.0,-1.4,20.0,40.0,5
84.0,-8.66999999999507,120.0,-4.0,15.0,40.0,5
47.0,-8.700000000000273,100.0,-20.0,20.0,40.0,50
39.0,-8.819999999999709,40.0,-40.0,15.0,40.0,50
164.0,-9.13999999999578,20.0,-10.0,10.0,40.0,50
424.0,-10.129999999990105,40.0,-1.8,15.0,40.0,100
31.0,-10.360000000000582,100.0,-20.0,40.0,40.0,50
571.0,-10.369999999981701,20.0,-0.6,20.0,40.0,50
133.0,-10.509999999999309,60.0,-20.0,5.0,40.0,50
49.0,-10.549999999997453,120.0,-10.0,20.0,40.0,5
275.0,-10.809999999995398,20.0,-20.0,1.8,40.0,50
88.0,-11.029999999995653,120.0,-2.5,20.0,40.0,5
30.0,-11.250000000001364,100.0,-40.0,15.0,40.0,100
30.0,-12.860000000000582,20.0,-40.0,20.0,40.0,50
378.0,-12.869999999989886,20.0,-1.4,20.0,40.0,50
170.0,-13.35999999999649,20.0,-40.0,0.8,40.0,10
75.0,-14.169999999994616,120.0,-4.0,20.0,40.0,5
156.0,-14.349999999993997,20.0,-20.0,5.0,40.0,5
61.0,-14.780000000000655,80.0,-20.0,15.0,40.0,5
41.0,-14.969999999997071,120.0,-15.0,15.0,40.0,5
57.0,-15.969999999997981,120.0,-10.0,15.0,40.0,5
51.0,-16.12999999999829,120.0,-40.0,4.0,40.0,100
523.0,-16.41999999998734,20.0,-1.2,15.0,40.0,10
66.0,-19.109999999996035,120.0,-20.0,5.0,40.0,20
361.0,-19.759999999987485,60.0,-0.2,40.0,40.0,100
45.0,-21.459999999996853,120.0,-20.0,10.0,40.0,5
54.0,-21.49000000000069,40.0,-40.0,10.0,40.0,50
50.0,-21.560000000000855,20.0,-40.0,10.0,40.0,20
125.0,-22.51999999999316,120.0,-4.0,15.0,40.0,50
299.0,-22.819999999989705,20.0,-0.4,40.0,40.0,50
26.0,-22.990000000000236,80.0,-40.0,20.0,40.0,50
55.0,-23.14999999999918,100.0,-40.0,5.0,40.0,50
166.0,-23.839999999996508,20.0,-40.0,0.8,40.0,20
88.0,-24.01999999999316,120.0,-1.4,40.0,40.0,5
35.0,-24.799999999999727,40.0,-40.0,15.0,40.0,10
239.0,-24.82999999999629,20.0,-20.0,2.5,40.0,5
65.0,-25.00999999999658,120.0,-2.5,40.0,40.0,5
374.0,-25.069999999993342,20.0,-1.4,20.0,40.0,100
50.0,-26.309999999997217,120.0,-15.0,15.0,40.0,20
264.0,-26.799999999999272,20.0,-40.0,0.4,40.0,5
114.0,-27.200000000001182,20.0,-40.0,2.5,40.0,5
152.0,-27.769999999999072,40.0,-40.0,1.0,40.0,100
237.0,-28.11000000000149,20.0,-20.0,2.5,40.0,50
159.0,-28.169999999999163,40.0,-40.0,0.8,40.0,100
73.0,-28.379999999996016,120.0,-20.0,4.0,40.0,20
63.0,-28.969999999996617,120.0,-15.0,15.0,40.0,50
105.0,-29.3600000000024,40.0,-40.0,3.0,40.0,100
31.0,-29.79000000000042,40.0,-40.0,20.0,40.0,20
381.0,-29.859999999991487,40.0,-0.2,40.0,40.0,5
49.0,-29.9300000000012,60.0,-40.0,10.0,40.0,100
82.0,-29.949999999993906,120.0,-1.6,40.0,40.0,5
103.0,-30.439999999993688,120.0,-4.0,10.0,40.0,10
100.0,-30.81999999999198,120.0,-2.5,20.0,40.0,10
59.0,-31.059999999996307,120.0,-20.0,10.0,40.0,100
417.0,-31.089999999992415,40.0,-0.2,40.0,40.0,20
35.0,-31.329999999999472,40.0,-40.0,15.0,40.0,5
65.0,-31.72000000000071,80.0,-40.0,5.0,40.0,10
523.0,-31.949999999987995,20.0,-1.2,15.0,40.0,20
251.0,-32.170000000004165,40.0,-40.0,0.4,40.0,100
177.0,-32.44999999999618,20.0,-40.0,0.6,40.0,20
63.0,-32.90000000000009,80.0,-20.0,15.0,40.0,10
132.0,-33.07999999999993,20.0,-40.0,2.0,40.0,20
440.0,-33.32999999998992,40.0,-1.6,15.0,40.0,100
164.0,-33.5899999999956,40.0,-10.0,10.0,40.0,50
228.0,-34.319999999998345,20.0,-15.0,4.0,40.0,20
25.0,-34.46000000000049,60.0,-40.0,20.0,40.0,100
230.0,-34.550000000005184,40.0,-40.0,0.2,40.0,100
121.0,-36.210000000000946,20.0,-40.0,2.5,40.0,20
82.0,-37.0799999999922,120.0,-1.8,40.0,40.0,5
530.0,-37.78999999998814,40.0,-1.2,15.0,40.0,100
32.0,-38.190000000000964,40.0,-40.0,20.0,40.0,100
309.0,-38.63999999999169,20.0,-3.0,15.0,40.0,5
364.0,-39.059999999992215,20.0,-0.4,40.0,40.0,5
48.0,-39.079999999995835,120.0,-20.0,10.0,40.0,10
128.0,-39.229999999997744,20.0,-40.0,1.8,40.0,50
27.0,-39.30999999999858,120.0,-20.0,20.0,40.0,5
45.0,-40.05000000000018,20.0,-40.0,10.0,40.0,100
252.0,-40.589999999993324,20.0,-15.0,3.0,40.0,20
178.0,-40.68999999999369,20.0,-1.8,40.0,40.0,10
62.0,-41.14999999999645,120.0,-20.0,4.0,40.0,5
57.0,-41.16999999999689,120.0,-20.0,5.0,40.0,5
254.0,-42.25999999999249,20.0,-15.0,3.0,40.0,10
482.0,-42.409999999988486,20.0,-1.4,15.0,40.0,10
81.0,-42.57999999999629,80.0,-15.0,15.0,40.0,5
63.0,-42.67000000000007,80.0,-40.0,5.0,40.0,5
179.0,-43.109999999995125,20.0,-1.8,40.0,40.0,20
129.0,-43.190000000000964,20.0,-40.0,2.0,40.0,10
58.0,-43.399999999999636,100.0,-40.0,5.0,40.0,100
322.0,-43.44999999999209,40.0,-3.0,15.0,40.0,10
269.0,-43.70999999999367,60.0,-0.8,40.0,40.0,100
80.0,-43.7299999999932,120.0,-2.0,40.0,40.0,5
80.0,-44.35999999999376,120.0,-4.0,20.0,40.0,10
180.0,-44.40000000000009,20.0,-20.0,4.0,40.0,20
62.0,-44.44999999999618,120.0,-20.0,5.0,40.0,10
111.0,-46.049999999992906,120.0,-1.4,20.0,40.0,5
471.0,-46.39999999998827,20.0,-1.4,15.0,40.0,5
76.0,-47.429999999994834,120.0,-5.0,15.0,40.0,5
263.0,-47.44999999998754,20.0,-4.0,15.0,40.0,10
45.0,-47.66999999999689,120.0,-20.0,15.0,40.0,50
57.0,-47.939999999998236,120.0,-40.0,3.0,40.0,100
53.0,-48.229999999996835,120.0,-20.0,10.0,40.0,50
79.0,-48.269999999993615,120.0,-5.0,15.0,40.0,10
35.0,-48.55999999999858,120.0,-15.0,20.0,40.0,5
314.0,-48.97999999999183,20.0,-0.6,40.0,40.0,20
125.0,-49.129999999988286,120.0,-0.4,40.0,40.0,5
250.0,-49.80999999999722,20.0,-20.0,2.0,40.0,50
30.0,-49.999999999999545,80.0,-20.0,40.0,40.0,10
95.0,-50.649999999990996,120.0,-1.4,40.0,40.0,10
116.0,-50.969999999989795,120.0,-0.6,40.0,40.0,5
105.0,-51.97999999999365,120.0,-1.6,20.0,40.0,5
53.0,-52.31999999999789,120.0,-15.0,10.0,40.0,5
126.0,-52.52000000000089,20.0,-40.0,2.0,40.0,5
68.0,-52.80999999999585,120.0,-20.0,4.0,40.0,10
253.0,-53.019999999994525,20.0,-3.0,20.0,40.0,5
214.0,-53.23999999999887,20.0,-20.0,3.0,40.0,100
131.0,-53.799999999992906,20.0,-10.0,15.0,40.0,100
92.0,-54.269999999993615,120.0,-3.0,20.0,40.0,10
240.0,-54.289999999989504,20.0,-1.0,40.0,40.0,50
88.0,-54.709999999991396,120.0,-1.6,40.0,40.0,10
248.0,-54.959999999993215,20.0,-1.2,40.0,40.0,10
332.0,-55.01999999998861,20.0,-1.8,20.0,40.0,5
301.0,-55.339999999992415,20.0,-2.0,20.0,40.0,100
344.0,-55.469999999989795,20.0,-2.5,15.0,40.0,5
103.0,-55.47999999999183,120.0,-1.8,20.0,40.0,5
584.0,-55.879999999988286,20.0,-1.0,15.0,40.0,10
51.0,-55.89000000000033,40.0,-40.0,10.0,40.0,20
86.0,-55.929999999995744,120.0,-3.0,20.0,40.0,5
385.0,-56.28999999998996,40.0,-1.4,20.0,40.0,100
74.0,-56.67999999999438,120.0,-2.5,40.0,40.0,10
191.0,-57.169999999995525,20.0,-1.6,40.0,40.0,20
327.0,-57.199999999988904,20.0,-3.0,15.0,40.0,20
108.0,-57.60000000000173,40.0,-40.0,2.5,40.0,50
76.0,-57.609999999997854,20.0,-15.0,20.0,40.0,20
100.0,-58.00999999999476,120.0,-2.5,15.0,40.0,5
258.0,-58.109999999993306,40.0,-3.0,20.0,40.0,50
74.0,-58.249999999997726,120.0,-15.0,4.0,40.0,5
61.0,-58.3899999999976,120.0,-40.0,2.5,40.0,100
120.0,-59.15999999999485,40.0,-15.0,10.0,40.0,100
190.0,-59.56999999999425,20.0,-1.6,40.0,40.0,10
187.0,-59.77999999999702,20.0,-1.4,40.0,40.0,10
71.0,-60.059999999998126,100.0,-20.0,10.0,40.0,50
491.0,-60.27999999998792,20.0,-1.4,15.0,40.0,20
107.0,-60.499999999998636,20.0,-40.0,3.0,40.0,100
389.0,-60.70999999998867,20.0,-1.4,20.0,40.0,10
315.0,-60.859999999994216,60.0,-0.4,40.0,40.0,50
100.0,-61.41999999999325,120.0,-2.0,20.0,40.0,5
23.0,-61.659999999998945,120.0,-40.0,15.0,40.0,5
101.0,-61.96999999999207,120.0,-1.0,40.0,40.0,5
88.0,-62.20999999999003,120.0,-1.8,40.0,40.0,10
473.0,-62.269999999992706,20.0,-1.4,15.0,40.0,100
76.0,-62.26999999999498,120.0,-20.0,2.5,40.0,10
84.0,-62.32999999999856,20.0,-20.0,10.0,40.0,5
142.0,-62.49000000000069,60.0,-20.0,4.0,40.0,50
291.0,-62.60999999998876,20.0,-2.5,20.0,40.0,100
93.0,-62.82999999999356,120.0,-1.2,40.0,40.0,5
90.0,-62.91999999999507,120.0,-3.0,15.0,40.0,5
249.0,-63.52999999999065,40.0,-1.0,40.0,40.0,20
84.0,-63.67999999999847,20.0,-20.0,10.0,40.0,10
116.0,-63.90999999999576,60.0,-15.0,10.0,40.0,5
71.0,-63.939999999997326,120.0,-15.0,5.0,40.0,5
103.0,-64.31999999999289,120.0,-1.4,40.0,40.0,50
46.0,-64.49000000000069,20.0,-40.0,10.0,40.0,50
42.0,-64.58000000000084,60.0,-40.0,10.0,40.0,5
390.0,-64.76999999998907,60.0,-1.4,20.0,40.0,5
34.0,-64.91999999999962,60.0,-40.0,15.0,40.0,50
367.0,-65.23999999998932,60.0,-0.2,40.0,40.0,50
62.0,-65.46999999999798,120.0,-15.0,10.0,40.0,10
715.0,-66.0499999999779,20.0,-0.2,20.0,40.0,100
69.0,-66.17000000000007,100.0,-20.0,10.0,40.0,5
118.0,-66.70999999999458,20.0,-3.0,40.0,40.0,5
372.0,-66.94999999999072,40.0,-2.5,15.0,40.0,100
177.0,-67.06999999999653,60.0,-20.0,3.0,40.0,20
97.0,-67.449999999993,120.0,-3.0,15.0,40.0,10
44.0,-67.59999999999809,120.0,-15.0,20.0,40.0,20
30.0,-67.71000000000095,100.0,-40.0,15.0,40.0,20
244.0,-67.96999999998934,20.0,-1.2,40.0,40.0,50
166.0,-68.02999999999474,40.0,-10.0,10.0,40.0,5
217.0,-68.09000000000196,20.0,-40.0,0.2,40.0,20
516.0,-68.1599999999853,20.0,-1.2,15.0,40.0,5
348.0,-68.36999999998898,60.0,-1.6,20.0,40.0,5
145.0,-68.63999999999578,20.0,-2.5,40.0,40.0,5
114.0,-68.90999999999121,120.0,-0.8,40.0,40.0,5
166.0,-69.06999999999425,40.0,-10.0,10.0,40.0,10
137.0,-69.4799999999941,120.0,-3.0,15.0,40.0,50
450.0,-69.49999999998909,20.0,-1.6,15.0,40.0,10
132.0,-69.50999999998749,120.0,-0.4,40.0,40.0,10
84.0,-70.0399999999945,120.0,-20.0,2.5,40.0,20
165.0,-70.4099999999994,20.0,-40.0,1.0,40.0,10
163.0,-71.0399999999986,20.0,-40.0,1.0,40.0,5
62.0,-71.37999999999738,120.0,-10.0,15.0,40.0,10
115.0,-71.79999999999518,60.0,-15.0,10.0,40.0,20
46.0,-71.82000000000062,60.0,-40.0,10.0,40.0,50
163.0,-71.85999999999649,20.0,-40.0,1.2,40.0,100
31.0,-72.01999999999953,80.0,-20.0,40.0,40.0,50
100.0,-72.38999999999214,120.0,-1.6,40.0,40.0,50
201.0,-72.73999999999387,20.0,-15.0,5.0,40.0,10
108.0,-72.84999999999309,120.0,-2.5,20.0,40.0,20
137.0,-73.39999999998918,120.0,-0.6,20.0,40.0,5
123.0,-73.43999999998869,120.0,-0.6,40.0,40.0,10
54.0,-74.03999999999951,100.0,-40.0,5.0,40.0,5
54.0,-74.04999999999973,100.0,-40.0,5.0,40.0,10
150.0,-74.10999999999649,20.0,-20.0,5.0,40.0,20
87.0,-74.149999999991,120.0,-2.0,40.0,40.0,10
36.0,-74.35999999999876,120.0,-20.0,20.0,40.0,100
95.0,-75.09999999999445,120.0,-4.0,10.0,40.0,5
73.0,-75.29999999999882,40.0,-40.0,5.0,40.0,20
608.0,-76.00999999998248,20.0,-0.6,20.0,40.0,10
243.0,-76.05999999999449,40.0,-3.0,20.0,40.0,10
151.0,-76.13999999999442,20.0,-20.0,5.0,40.0,10
145.0,-76.21999999999753,20.0,-2.0,40.0,40.0,10
91.0,-76.29999999999609,120.0,-15.0,5.0,40.0,20
112.0,-76.3499999999899,120.0,-2.0,20.0,40.0,10
559.0,-76.51999999998407,40.0,-1.0,15.0,40.0,100
105.0,-76.95999999999867,40.0,-10.0,20.0,40.0,100
171.0,-77.02999999999838,60.0,-20.0,3.0,40.0,50
54.0,-77.13999999999714,120.0,-10.0,20.0,40.0,10
